id,date,commodity,unit,min,max,avg
2546,2026-01-25,काउली तराई,के.जी.,60.0,70.0,65.0
2547,2026-01-25,काउली स्थानिय,के.जी.,55.0,65.0,60.0
2548,2026-01-25,काक्रो(लोकल),के.जी.,65.0,80.0,75.0
2549,2026-01-25,काक्रो(हाइब्रीड),के जी,50.0,60.0,55.0
2550,2026-01-25,कागती,के.जी.,90.0,110.0,100.0
2551,2026-01-25,किनु,के.जी.,110.0,120.0,115.0
2552,2026-01-25,किवि,केजी,220.0,280.0,250.0
2553,2026-01-25,केरा(नेपाली),दर्जन,140.0,160.0,150.0
2554,2026-01-25,खुर्सानी हरियो(अकबरे),के जी,400.0,600.0,500.0
2555,2026-01-25,खुर्सानी हरियो(बुलेट),के जी,120.0,130.0,125.0
2556,2026-01-25,खुर्सानी हरियो(माछे),के जी,80.0,90.0,83.33
2557,2026-01-25,खुर्सानी हरियो(लाम्चो),के जी,110.0,120.0,115.0
2558,2026-01-25,खु्र्सानी सुकेको,के.जी.,360.0,420.0,390.0
2559,2026-01-25,गाजर(तराई),केजी,40.0,50.0,45.0
2560,2026-01-25,गाजर(लोकल),के.जी.,50.0,60.0,55.0
2561,2026-01-25,गान्टे मूला,के.जी.,70.0,80.0,75.0
2562,2026-01-25,गुन्दुक,के.जी.,320.0,350.0,335.0
2563,2026-01-25,गोलभेडा ठूलो(भारतीय),केजी,80.0,90.0,85.0
2564,2026-01-25,गोलभेडा सानो(टनेल),के जी,50.0,60.0,55.0
2565,2026-01-25,गोलभेडा सानो(तराई),के जी,48.0,58.0,54.0
2566,2026-01-25,गोलभेडा सानो(भारतीय),के जी,40.0,50.0,45.0
2567,2026-01-25,गोलभेडा सानो(लोकल),के.जी.,30.0,35.0,32.5
2568,2026-01-25,ग्याठ कोबी,के.जी.,50.0,60.0,55.0
2569,2026-01-25,घिउ सिमी(राजमा),केजी,110.0,130.0,122.0
2570,2026-01-25,घिउ सिमी(लोकल),के.जी.,100.0,120.0,108.0
2571,2026-01-25,घिउ सिमी(हाइब्रीड),केजी,90.0,100.0,95.0
2572,2026-01-25,चमसूरको साग,के.जी.,60.0,70.0,65.0
2573,2026-01-25,चुकुन्दर,के.जी.,50.0,60.0,56.67
2574,2026-01-25,च्याउ(कन्य),के.जी.,70.0,100.0,87.5
2575,2026-01-25,च्याउ(डल्ले),के जी,370.0,420.0,395.0
2576,2026-01-25,छ्यापी सुकेको,के.जी.,140.0,160.0,150.0
2577,2026-01-25,छ्यापी हरियो,के.जी.,160.0,200.0,180.0
2578,2026-01-25,जिरीको साग,के.जी.,80.0,100.0,90.0
2579,2026-01-25,जुनार,के.जी.,110.0,120.0,115.0
2580,2026-01-25,टाटे सिमी,के.जी.,90.0,100.0,94.0
2581,2026-01-25,तरबुजा(हरियो),के.जी.,90.0,100.0,95.0
2582,2026-01-25,तरुल,के.जी.,65.0,80.0,72.5
2583,2026-01-25,ताजा माछा(छडी),के जी,230.0,250.0,240.0
2584,2026-01-25,ताजा माछा(बचुवा),के जी,260.0,280.0,270.0
2585,2026-01-25,ताजा माछा(रहु),के जी,320.0,340.0,330.0
2586,2026-01-25,तामा,के.जी.,110.0,120.0,115.0
2587,2026-01-25,तितो करेला,के.जी.,150.0,180.0,170.0
2588,2026-01-25,तोफु,के.जी.,130.0,150.0,140.0
2589,2026-01-25,तोरीको साग,के.जी.,30.0,40.0,35.0
2590,2026-01-25,नासपाती(चाइनिज),केजी,220.0,240.0,230.0
2591,2026-01-25,निबुवा,के.जी.,60.0,70.0,65.0
2592,2026-01-25,परवर(तराई),केजी,220.0,240.0,230.0
2593,2026-01-25,पार्सले,के.जी.,500.0,600.0,550.0
2594,2026-01-25,पालूगो साग,के.जी.,60.0,70.0,65.0
2595,2026-01-25,पिंडालू,के.जी.,50.0,70.0,60.0
2596,2026-01-25,पुदीना,के.जी.,320.0,350.0,335.0
2597,2026-01-25,प्याज सुकेको (भारतीय),के.जी.,42.0,44.0,43.0
2598,2026-01-25,प्याज हरियो,के.जी.,40.0,50.0,45.0
2599,2026-01-25,फर्सी पाकेको,के.जी.,40.0,50.0,45.0
2600,2026-01-25,फर्सी हरियो(लाम्चो),के.जी.,25.0,30.0,27.5
2601,2026-01-25,बकूला,के.जी.,75.0,85.0,80.0
2602,2026-01-25,बन्दा(तराई),केजी,40.0,50.0,45.0
2603,2026-01-25,बन्दा(नरिवल),केजी,35.0,50.0,43.33
2604,2026-01-25,बन्दा(लोकल),के.जी.,50.0,65.0,57.5
2605,2026-01-25,बरेला,के.जी.,45.0,55.0,50.0
2606,2026-01-25,ब्रोकाउली,के.जी.,40.0,80.0,62.86
2607,2026-01-25,भन्टा डल्लो,के.जी.,60.0,70.0,65.0
2608,2026-01-25,भन्टा लाम्चो,के.जी.,45.0,55.0,51.0
2609,2026-01-25,भिण्डी,के.जी.,150.0,160.0,155.0
2610,2026-01-25,भुई कटहर,प्रति गोटा,145.0,155.0,150.0
2611,2026-01-25,भेडे खु्र्सानी,के.जी.,70.0,90.0,79.0
2612,2026-01-25,मटरकोशा,के.जी.,60.0,70.0,65.0
2613,2026-01-25,माछा सुकेको,के.जी.,800.0,1000.0,900.0
2614,2026-01-25,मूला रातो,के.जी.,30.0,40.0,35.0
2615,2026-01-25,मूला सेतो(लोकल),के.जी.,12.0,16.0,14.0
2616,2026-01-25,मेथीको साग,के.जी.,70.0,90.0,80.0
2617,2026-01-25,मेवा(नेपाली),के.जी.,60.0,70.0,65.0
2618,2026-01-25,मेवा(भारतीय),केजी,90.0,110.0,100.0
2619,2026-01-25,मौसम,के.जी.,110.0,120.0,115.0
2620,2026-01-25,राजा च्याउ,के.जी.,280.0,300.0,290.0
2621,2026-01-25,रातो बन्दा,के.जी.,90.0,110.0,100.0
2622,2026-01-25,रायो साग,के.जी.,20.0,30.0,25.0
2623,2026-01-25,रुख टमाटर,केजी,240.0,260.0,250.0
2624,2026-01-25,लप्सी,के.जी.,110.0,120.0,115.0
2625,2026-01-25,लसुन सुकेको चाइनिज,के.जी.,210.0,230.0,220.0
2626,2026-01-25,लसुन सुकेको नेपाली,के.जी.,200.0,250.0,225.0
2627,2026-01-25,लसुन हरियो,के.जी.,60.0,70.0,65.0
2628,2026-01-25,लौका,के.जी.,75.0,90.0,82.5
2629,2026-01-25,सखरखण्ड,के.जी.,60.0,70.0,65.0
2630,2026-01-25,सजिवन,के.जी.,220.0,250.0,235.0
2631,2026-01-25,सिताके च्याउ,के.जी.,800.0,1000.0,900.0
2632,2026-01-25,सुन्तला(नेपाली),के.जी.,140.0,180.0,165.0
2633,2026-01-25,सेतो मूला(हाइब्रीड),केजी,18.0,22.0,20.5
2634,2026-01-25,सेलरी,के.जी.,180.0,200.0,190.0
2635,2026-01-25,सौफको साग,के.जी.,60.0,90.0,77.5
2636,2026-01-25,स्कूस,के.जी.,70.0,80.0,75.0
2637,2026-01-25,स्ट्रबेरी भुईऐसेलु,के.जी.,450.0,550.0,500.0
2638,2026-01-25,स्थानीय काउली(ज्यापु),केजी,80.0,90.0,85.0
2639,2026-01-25,स्याउ(झोले),के.जी.,220.0,280.0,250.0
2640,2026-01-25,स्याउ(फूजी),के जी,280.0,330.0,305.0
2641,2026-01-25,हरियो धनिया,के.जी.,45.0,60.0,53.75
2642,2026-01-25,हरियो फर्सी(डल्लो),केजी,30.0,40.0,35.0
2643,2026-01-26,अदुवा,के.जी.,90.0,110.0,100.0
2644,2026-01-26,अनार,के.जी.,300.0,350.0,323.33
2645,2026-01-26,अमला,के.जी,80.0,90.0,85.0
2646,2026-01-26,आभोकाडो,के.जी,250.0,350.0,300.0
2647,2026-01-26,आलु रातो(भारतीय),के जी,23.0,25.0,24.25
2648,2026-01-26,आलु रातो(लाम्चो),के.जी.,24.0,30.0,27.14
2649,2026-01-26,इमली,के.जी.,170.0,180.0,175.0
2650,2026-01-26,काउली तराई,के.जी.,45.0,60.0,54.17
2651,2026-01-26,काउली स्थानिय,के.जी.,60.0,70.0,65.0
2652,2026-01-26,काक्रो(लोकल),के.जी.,60.0,80.0,70.0
2653,2026-01-26,काक्रो(हाइब्रीड),के जी,40.0,50.0,45.0
2654,2026-01-26,किनु,के.जी.,110.0,120.0,115.0
2655,2026-01-26,किवि,केजी,220.0,280.0,250.0
2656,2026-01-26,केरा(नेपाली),दर्जन,140.0,160.0,150.0
2657,2026-01-26,खुर्सानी हरियो(अकबरे),के जी,450.0,550.0,500.0
2658,2026-01-26,खुर्सानी हरियो(बुलेट),के जी,120.0,140.0,130.0
2659,2026-01-26,खुर्सानी हरियो(माछे),के जी,80.0,90.0,85.0
2660,2026-01-26,खुर्सानी हरियो(लाम्चो),के जी,110.0,130.0,120.0
2661,2026-01-26,खु्र्सानी सुकेको,के.जी.,350.0,400.0,375.0
2662,2026-01-26,गाजर(तराई),केजी,40.0,45.0,42.5
2663,2026-01-26,गाजर(लोकल),के.जी.,50.0,60.0,55.0
2664,2026-01-26,गान्टे मूला,के.जी.,70.0,80.0,75.0
2665,2026-01-26,गुन्दुक,के.जी.,320.0,350.0,335.0
2666,2026-01-26,गोलभेडा ठूलो(भारतीय),केजी,80.0,90.0,85.0
2667,2026-01-26,गोलभेडा सानो(टनेल),के जी,50.0,60.0,55.0
2668,2026-01-26,गोलभेडा सानो(तराई),के जी,45.0,60.0,53.11
2669,2026-01-26,गोलभेडा सानो(भारतीय),के जी,30.0,43.0,36.0
2670,2026-01-26,गोलभेडा सानो(लोकल),के.जी.,25.0,30.0,27.5
2671,2026-01-26,ग्याठ कोबी,के.जी.,50.0,60.0,55.0
2672,2026-01-26,घिउ सिमी(राजमा),केजी,110.0,130.0,120.0
2673,2026-01-26,घिउ सिमी(लोकल),के.जी.,100.0,120.0,110.0
2674,2026-01-26,घिउ सिमी(हाइब्रीड),केजी,80.0,100.0,90.0
2675,2026-01-26,चमसूरको साग,के.जी.,60.0,70.0,65.0
2676,2026-01-26,चुकुन्दर,के.जी.,60.0,70.0,65.0
2677,2026-01-26,च्याउ(कन्य),के.जी.,70.0,100.0,85.0
2678,2026-01-26,च्याउ(डल्ले),के जी,400.0,450.0,425.0
2679,2026-01-26,छ्यापी सुकेको,के.जी.,130.0,160.0,145.0
2680,2026-01-26,छ्यापी हरियो,के.जी.,160.0,200.0,180.0
2681,2026-01-26,जिरीको साग,के.जी.,80.0,100.0,90.0
2682,2026-01-26,जुनार,के.जी.,110.0,130.0,120.0
2683,2026-01-26,टाटे सिमी,के.जी.,80.0,90.0,85.0
2684,2026-01-26,तरबुजा(हरियो),के.जी.,80.0,90.0,85.0
2685,2026-01-26,तरुल,के.जी.,60.0,80.0,70.0
2686,2026-01-26,ताजा माछा(छडी),के जी,230.0,250.0,240.0
2687,2026-01-26,ताजा माछा(बचुवा),के जी,260.0,280.0,270.0
2688,2026-01-26,ताजा माछा(रहु),के जी,320.0,340.0,330.0
2689,2026-01-26,तामा,के.जी.,110.0,120.0,115.0
2690,2026-01-26,तितो करेला,के.जी.,170.0,190.0,180.0
2691,2026-01-26,तोफु,के.जी.,130.0,150.0,140.0
2692,2026-01-26,नासपाती(चाइनिज),केजी,220.0,250.0,235.0
2693,2026-01-26,निबुवा,के.जी.,60.0,70.0,65.0
2694,2026-01-26,परवर(तराई),केजी,220.0,240.0,230.0
2695,2026-01-26,पार्सले,के.जी.,500.0,600.0,550.0
2696,2026-01-26,पालूगो साग,के.जी.,70.0,80.0,75.0
2697,2026-01-26,पिंडालू,के.जी.,50.0,65.0,57.5
2698,2026-01-26,पुदीना,के.जी.,250.0,300.0,275.0
2699,2026-01-26,प्याज सुकेको (भारतीय),के.जी.,43.0,45.0,44.2
2700,2026-01-26,प्याज हरियो,के.जी.,40.0,60.0,52.5
2701,2026-01-26,फर्सी पाकेको,के.जी.,40.0,50.0,45.0
2702,2026-01-26,फर्सी हरियो(लाम्चो),के.जी.,25.0,35.0,30.0
2703,2026-01-26,बकूला,के.जी.,80.0,90.0,85.0
2704,2026-01-26,बन्दा(तराई),केजी,40.0,50.0,45.0
2705,2026-01-26,बन्दा(नरिवल),केजी,35.0,50.0,43.33
2706,2026-01-26,बन्दा(लोकल),के.जी.,60.0,70.0,65.0
2707,2026-01-26,बरेला,के.जी.,45.0,55.0,50.0
2708,2026-01-26,ब्रोकाउली,के.जी.,40.0,60.0,52.5
2709,2026-01-26,भन्टा डल्लो,के.जी.,60.0,70.0,66.67
2710,2026-01-26,भन्टा लाम्चो,के.जी.,50.0,60.0,55.0
2711,2026-01-26,भिण्डी,के.जी.,130.0,150.0,140.0
2712,2026-01-26,भुई कटहर,प्रति गोटा,145.0,155.0,150.0
2713,2026-01-26,भेडे खु्र्सानी,के.जी.,80.0,90.0,83.33
2714,2026-01-26,मटरकोशा,के.जी.,60.0,70.0,65.0
2715,2026-01-26,माछा सुकेको,के.जी.,800.0,1000.0,900.0
2716,2026-01-26,मूला रातो,के.जी.,25.0,35.0,30.0
2717,2026-01-26,मूला सेतो(लोकल),के.जी.,12.0,16.0,14.0
2718,2026-01-26,मेथीको साग,के.जी.,80.0,90.0,85.0
2719,2026-01-26,मेवा(नेपाली),के.जी.,60.0,70.0,65.0
2720,2026-01-26,मेवा(भारतीय),केजी,90.0,110.0,100.0
2721,2026-01-26,मौसम,के.जी.,110.0,130.0,120.0
2722,2026-01-26,राजा च्याउ,के.जी.,280.0,300.0,290.0
2723,2026-01-26,रातो बन्दा,के.जी.,110.0,140.0,123.33
2724,2026-01-26,रायो साग,के.जी.,20.0,30.0,25.0
2725,2026-01-26,रुख टमाटर,केजी,240.0,260.0,250.0
2726,2026-01-26,लप्सी,के.जी.,100.0,120.0,110.0
2727,2026-01-26,लसुन सुकेको चाइनिज,के.जी.,210.0,230.0,220.0
2728,2026-01-26,लसुन हरियो,के.जी.,40.0,70.0,55.0
2729,2026-01-26,लौका,के.जी.,75.0,90.0,83.75
2730,2026-01-26,सखरखण्ड,के.जी.,60.0,70.0,65.0
2731,2026-01-26,सजिवन,के.जी.,220.0,240.0,230.0
2732,2026-01-26,सलगम,के.जी.,60.0,70.0,65.0
2733,2026-01-26,सिताके च्याउ,के.जी.,800.0,1000.0,900.0
2734,2026-01-26,सुन्तला(नेपाली),के.जी.,140.0,180.0,160.0
2735,2026-01-26,सेतो मूला(हाइब्रीड),केजी,18.0,22.0,20.0
2736,2026-01-26,सेलरी,के.जी.,180.0,200.0,190.0
2737,2026-01-26,सौफको साग,के.जी.,70.0,90.0,80.0
2738,2026-01-26,स्कूस,के.जी.,70.0,80.0,75.0
2739,2026-01-26,स्ट्रबेरी भुईऐसेलु,के.जी.,450.0,550.0,500.0
2740,2026-01-26,स्थानीय काउली(ज्यापु),केजी,70.0,80.0,75.0
2741,2026-01-26,स्याउ(झोले),के.जी.,220.0,280.0,250.0
2742,2026-01-26,स्याउ(फूजी),के जी,280.0,330.0,305.0
2743,2026-01-26,हरियो धनिया,के.जी.,40.0,80.0,56.0
2744,2026-01-26,हरियो फर्सी(डल्लो),केजी,30.0,40.0,35.0
2745,2026-01-27,अदुवा,के.जी.,90.0,110.0,100.0
2746,2026-01-27,अनार,के.जी.,300.0,350.0,325.0
2747,2026-01-27,अमला,के.जी,90.0,100.0,95.0
2748,2026-01-27,आभोकाडो,के.जी,250.0,300.0,275.0
2749,2026-01-27,आलु रातो(भारतीय),के जी,23.0,25.0,24.0
2750,2026-01-27,आलु रातो(लाम्चो),के.जी.,25.0,30.0,27.0
2751,2026-01-27,इमली,के.जी.,170.0,180.0,175.0
2752,2026-01-27,काउली तराई,के.जी.,45.0,60.0,52.5
2753,2026-01-27,काउली स्थानिय,के.जी.,55.0,65.0,61.25
2754,2026-01-27,काक्रो(लोकल),के.जी.,60.0,75.0,66.25
2755,2026-01-27,काक्रो(हाइब्रीड),के जी,40.0,50.0,45.0
2756,2026-01-27,कागती,के.जी.,90.0,110.0,100.0
2757,2026-01-27,किनु,के.जी.,110.0,130.0,120.0
2758,2026-01-27,किवि,केजी,220.0,260.0,240.0
2759,2026-01-27,केरा(नेपाली),दर्जन,140.0,160.0,150.0
2760,2026-01-27,खुर्सानी हरियो(अकबरे),के जी,450.0,600.0,525.0
2761,2026-01-27,खुर्सानी हरियो(बुलेट),के जी,130.0,150.0,140.0
2762,2026-01-27,खुर्सानी हरियो(माछे),के जी,80.0,90.0,85.0
2763,2026-01-27,खुर्सानी हरियो(लाम्चो),के जी,120.0,140.0,130.0
2764,2026-01-27,खु्र्सानी सुकेको,के.जी.,350.0,420.0,392.5
2765,2026-01-27,गाजर(तराई),केजी,35.0,40.0,37.5
2766,2026-01-27,गाजर(लोकल),के.जी.,45.0,60.0,52.5
2767,2026-01-27,गान्टे मूला,के.जी.,50.0,60.0,55.0
2768,2026-01-27,गुन्दुक,के.जी.,350.0,400.0,375.0
2769,2026-01-27,गोलभेडा ठूलो(भारतीय),केजी,70.0,80.0,77.0
2770,2026-01-27,गोलभेडा सानो(टनेल),के जी,45.0,50.0,47.5
2771,2026-01-27,गोलभेडा सानो(तराई),के जी,40.0,55.0,48.75
2772,2026-01-27,गोलभेडा सानो(भारतीय),के जी,25.0,35.0,31.25
2773,2026-01-27,गोलभेडा सानो(लोकल),के.जी.,20.0,30.0,23.75
2774,2026-01-27,ग्याठ कोबी,के.जी.,60.0,70.0,65.0
2775,2026-01-27,घिउ सिमी(राजमा),केजी,110.0,120.0,115.0
2776,2026-01-27,घिउ सिमी(लोकल),के.जी.,90.0,100.0,95.0
2777,2026-01-27,घिउ सिमी(हाइब्रीड),केजी,80.0,90.0,85.0
2778,2026-01-27,चमसूरको साग,के.जी.,60.0,70.0,65.0
2779,2026-01-27,चुकुन्दर,के.जी.,50.0,60.0,55.0
2780,2026-01-27,च्याउ(कन्य),के.जी.,70.0,100.0,85.0
2781,2026-01-27,च्याउ(डल्ले),के जी,350.0,400.0,375.0
2782,2026-01-27,छ्यापी सुकेको,के.जी.,130.0,160.0,145.0
2783,2026-01-27,छ्यापी हरियो,के.जी.,160.0,200.0,180.0
2784,2026-01-27,जिरीको साग,के.जी.,90.0,110.0,100.0
2785,2026-01-27,जुनार,के.जी.,110.0,130.0,120.0
2786,2026-01-27,टाटे सिमी,के.जी.,80.0,90.0,85.0
2787,2026-01-27,तरबुजा(हरियो),के.जी.,80.0,90.0,85.0
2788,2026-01-27,तरुल,के.जी.,70.0,80.0,75.0
2789,2026-01-27,ताजा माछा(छडी),के जी,230.0,250.0,240.0
2790,2026-01-27,ताजा माछा(बचुवा),के जी,260.0,280.0,270.0
2791,2026-01-27,ताजा माछा(रहु),के जी,320.0,340.0,330.0
2792,2026-01-27,तामा,के.जी.,110.0,120.0,115.0
2793,2026-01-27,तितो करेला,के.जी.,180.0,190.0,185.0
2794,2026-01-27,तोफु,के.जी.,130.0,150.0,140.0
2795,2026-01-27,नासपाती(चाइनिज),केजी,220.0,250.0,235.0
2796,2026-01-27,निबुवा,के.जी.,60.0,70.0,65.0
2797,2026-01-27,परवर(तराई),केजी,220.0,240.0,230.0
2798,2026-01-27,पार्सले,के.जी.,500.0,600.0,550.0
2799,2026-01-27,पालूगो साग,के.जी.,70.0,80.0,75.0
2800,2026-01-27,पिंडालू,के.जी.,50.0,65.0,57.5
2801,2026-01-27,पुदीना,के.जी.,300.0,400.0,350.0
2802,2026-01-27,प्याज सुकेको (भारतीय),के.जी.,43.0,45.0,44.0
2803,2026-01-27,प्याज हरियो,के.जी.,40.0,60.0,51.67
2804,2026-01-27,फर्सी पाकेको,के.जी.,40.0,50.0,45.0
2805,2026-01-27,फर्सी हरियो(लाम्चो),के.जी.,25.0,35.0,28.75
2806,2026-01-27,बकूला,के.जी.,75.0,85.0,80.0
2807,2026-01-27,बन्दा(तराई),केजी,40.0,50.0,45.0
2808,2026-01-27,बन्दा(नरिवल),केजी,40.0,50.0,45.0
2809,2026-01-27,बन्दा(लोकल),के.जी.,60.0,70.0,65.0
2810,2026-01-27,बरेला,के.जी.,50.0,60.0,55.0
2811,2026-01-27,ब्रोकाउली,के.जी.,40.0,60.0,50.0
2812,2026-01-27,भन्टा डल्लो,के.जी.,60.0,70.0,65.0
2813,2026-01-27,भन्टा लाम्चो,के.जी.,50.0,60.0,55.0
2814,2026-01-27,भिण्डी,के.जी.,135.0,145.0,140.0
2815,2026-01-27,भुई कटहर,प्रति गोटा,145.0,155.0,150.0
2816,2026-01-27,भेडे खु्र्सानी,के.जी.,80.0,90.0,85.0
2817,2026-01-27,मटरकोशा,के.जी.,60.0,70.0,65.0
2818,2026-01-27,माछा सुकेको,के.जी.,800.0,1000.0,900.0
2819,2026-01-27,मूला रातो,के.जी.,25.0,35.0,30.0
2820,2026-01-27,मूला सेतो(लोकल),के.जी.,12.0,18.0,15.0
2821,2026-01-27,मेथीको साग,के.जी.,80.0,90.0,85.0
2822,2026-01-27,मेवा(नेपाली),के.जी.,60.0,70.0,65.0
2823,2026-01-27,मेवा(भारतीय),केजी,90.0,110.0,100.0
2824,2026-01-27,मौसम,के.जी.,110.0,130.0,120.0
2825,2026-01-27,राजा च्याउ,के.जी.,280.0,300.0,290.0
2826,2026-01-27,रातो बन्दा,के.जी.,110.0,120.0,115.0
2827,2026-01-27,रायो साग,के.जी.,20.0,30.0,22.5
2828,2026-01-27,रुख टमाटर,केजी,230.0,250.0,240.0
2829,2026-01-27,लप्सी,के.जी.,100.0,120.0,110.0
2830,2026-01-27,लसुन सुकेको चाइनिज,के.जी.,200.0,220.0,210.0
2831,2026-01-27,लसुन हरियो,के.जी.,40.0,70.0,55.0
2832,2026-01-27,लौका,के.जी.,75.0,90.0,82.5
2833,2026-01-27,सखरखण्ड,के.जी.,60.0,70.0,65.0
2834,2026-01-27,सजिवन,के.जी.,200.0,220.0,210.0
2835,2026-01-27,सलगम,के.जी.,60.0,70.0,65.0
2836,2026-01-27,सिताके च्याउ,के.जी.,800.0,1000.0,900.0
2837,2026-01-27,सुन्तला(नेपाली),के.जी.,140.0,180.0,163.33
2838,2026-01-27,सेतो मूला(हाइब्रीड),केजी,18.0,22.0,19.33
2839,2026-01-27,सेलरी,के.जी.,180.0,200.0,190.0
2840,2026-01-27,सौफको साग,के.जी.,70.0,90.0,80.0
2841,2026-01-27,स्कूस,के.जी.,75.0,80.0,77.5
2842,2026-01-27,स्ट्रबेरी भुईऐसेलु,के.जी.,450.0,550.0,500.0
2843,2026-01-27,स्थानीय काउली(ज्यापु),केजी,70.0,80.0,75.0
2844,2026-01-27,स्याउ(झोले),के.जी.,220.0,280.0,250.0
2845,2026-01-27,स्याउ(फूजी),के जी,280.0,330.0,305.0
2846,2026-01-27,हरियो धनिया,के.जी.,50.0,80.0,65.0
2847,2026-01-27,हरियो फर्सी(डल्लो),केजी,30.0,40.0,33.75
2848,2026-01-28,अदुवा,के.जी.,100.0,110.0,105.0
2849,2026-01-28,अनार,के.जी.,300.0,350.0,325.0
2850,2026-01-28,अमला,के.जी,90.0,100.0,95.0
2851,2026-01-28,आभोकाडो,के.जी,250.0,350.0,300.0
2852,2026-01-28,आलु रातो(भारतीय),के जी,23.0,25.0,24.0
2853,2026-01-28,आलु रातो(लाम्चो),के.जी.,25.0,30.0,28.25
2854,2026-01-28,इमली,के.जी.,170.0,180.0,175.0
2855,2026-01-28,काउली तराई,के.जी.,45.0,60.0,53.75
2856,2026-01-28,काउली स्थानिय,के.जी.,60.0,70.0,63.75
2857,2026-01-28,काक्रो(लोकल),के.जी.,60.0,70.0,63.33
2858,2026-01-28,काक्रो(हाइब्रीड),के जी,40.0,50.0,45.0
2859,2026-01-28,कागती,के.जी.,90.0,110.0,100.0
2860,2026-01-28,किनु,के.जी.,115.0,130.0,122.5
2861,2026-01-28,किवि,केजी,220.0,260.0,240.0
2862,2026-01-28,केरा(नेपाली),दर्जन,140.0,160.0,150.0
2863,2026-01-28,खुर्सानी हरियो(अकबरे),के जी,450.0,500.0,475.0
2864,2026-01-28,खुर्सानी हरियो(बुलेट),के जी,130.0,150.0,140.0
2865,2026-01-28,खुर्सानी हरियो(माछे),के जी,70.0,80.0,75.0
2866,2026-01-28,खुर्सानी हरियो(लाम्चो),के जी,120.0,140.0,129.29
2867,2026-01-28,खु्र्सानी सुकेको,के.जी.,360.0,420.0,390.0
2868,2026-01-28,गाजर(तराई),केजी,35.0,40.0,37.5
2869,2026-01-28,गाजर(लोकल),के.जी.,40.0,50.0,45.0
2870,2026-01-28,गान्टे मूला,के.जी.,50.0,60.0,55.0
2871,2026-01-28,गुन्दुक,के.जी.,350.0,400.0,375.0
2872,2026-01-28,गोलभेडा ठूलो(भारतीय),केजी,70.0,80.0,75.0
2873,2026-01-28,गोलभेडा सानो(टनेल),के जी,47.0,60.0,52.25
2874,2026-01-28,गोलभेडा सानो(तराई),के जी,40.0,52.0,46.63
2875,2026-01-28,गोलभेडा सानो(भारतीय),के जी,35.0,43.0,40.67
2876,2026-01-28,गोलभेडा सानो(लोकल),के.जी.,20.0,25.0,22.5
2877,2026-01-28,ग्याठ कोबी,के.जी.,60.0,70.0,65.0
2878,2026-01-28,घिउ सिमी(राजमा),केजी,120.0,130.0,125.0
2879,2026-01-28,घिउ सिमी(लोकल),के.जी.,90.0,120.0,105.0
2880,2026-01-28,घिउ सिमी(हाइब्रीड),केजी,80.0,100.0,90.0
2881,2026-01-28,चमसूरको साग,के.जी.,60.0,70.0,65.0
2882,2026-01-28,चुकुन्दर,के.जी.,50.0,70.0,60.0
2883,2026-01-28,च्याउ(कन्य),के.जी.,70.0,100.0,80.0
2884,2026-01-28,च्याउ(डल्ले),के जी,350.0,400.0,375.0
2885,2026-01-28,छ्यापी सुकेको,के.जी.,130.0,160.0,145.0
2886,2026-01-28,छ्यापी हरियो,के.जी.,160.0,200.0,180.0
2887,2026-01-28,जिरीको साग,के.जी.,80.0,90.0,85.0
2888,2026-01-28,जुनार,के.जी.,110.0,130.0,120.0
2889,2026-01-28,टाटे सिमी,के.जी.,80.0,90.0,83.33
2890,2026-01-28,तरबुजा(हरियो),के.जी.,80.0,90.0,85.0
2891,2026-01-28,तरुल,के.जी.,60.0,80.0,70.0
2892,2026-01-28,ताजा माछा(छडी),के जी,230.0,250.0,240.0
2893,2026-01-28,ताजा माछा(बचुवा),के जी,260.0,280.0,270.0
2894,2026-01-28,ताजा माछा(रहु),के जी,320.0,340.0,330.0
2895,2026-01-28,तामा,के.जी.,110.0,120.0,115.0
2896,2026-01-28,तितो करेला,के.जी.,170.0,180.0,175.0
2897,2026-01-28,तोफु,के.जी.,130.0,150.0,140.0
2898,2026-01-28,नासपाती(चाइनिज),केजी,220.0,250.0,235.0
2899,2026-01-28,निबुवा,के.जी.,60.0,70.0,65.0
2900,2026-01-28,परवर(तराई),केजी,220.0,240.0,230.0
2901,2026-01-28,पार्सले,के.जी.,500.0,600.0,550.0
2902,2026-01-28,पालूगो साग,के.जी.,50.0,70.0,60.0
2903,2026-01-28,पिंडालू,के.जी.,50.0,65.0,57.5
2904,2026-01-28,पुदीना,के.जी.,250.0,300.0,275.0
2905,2026-01-28,प्याज सुकेको (भारतीय),के.जी.,42.0,44.0,43.0
2906,2026-01-28,प्याज हरियो,के.जी.,40.0,60.0,50.0
2907,2026-01-28,फर्सी पाकेको,के.जी.,40.0,50.0,45.0
2908,2026-01-28,फर्सी हरियो(लाम्चो),के.जी.,25.0,30.0,27.5
2909,2026-01-28,बकूला,के.जी.,70.0,90.0,80.0
2910,2026-01-28,बन्दा(तराई),केजी,40.0,50.0,45.0
2911,2026-01-28,बन्दा(नरिवल),केजी,35.0,50.0,43.75
2912,2026-01-28,बन्दा(लोकल),के.जी.,55.0,70.0,61.67
2913,2026-01-28,बरेला,के.जी.,50.0,60.0,55.0
2914,2026-01-28,ब्रोकाउली,के.जी.,40.0,60.0,48.75
2915,2026-01-28,भन्टा डल्लो,के.जी.,50.0,65.0,57.5
